id,Name,titleProject_id,class,score,login,password
27,Лаковский Григорий Василиевич,240,7д,5,Лаковский_ГВ,9bLsPKDE
28,Барамыкова Александра Алексеевна,106,10а,3,Барамыкова_АА,CqB0ohZW
29,Плясулина Оксана Андреевна,346,8х,2,Плясулина_ОА,K7jgYLwV
30,Петрикеев Станислав Яковлевич,14,7и,4,Петрикеев_СЯ,UI7zZEUA
31,Моторыгин Илья Георгиевич,238,10и,5,Моторыгин_ИГ,sWcnNdaN
32,Рыков Тарас Павлович,174,10и,5,Рыков_ТП,SXG2mFn2
33,Иончикова Елизавета Егоровна,169,8д,5,Иончикова_ЕЕ,oyXskB5e
34,Смолькина Алиса Егоровна,441,7г,5,Смолькина_АЕ,Zt0tQ4mQ
35,Оболенин Герасим Павлович,472,7и,4,Оболенин_ГП,S3pBH2d7
36,Трощинский Георгий Борисович,67,9д,3,Трощинский_ГБ,J3VBtCbc
37,Поддубская Лиза Игоревна,496,10а,4,Поддубская_ЛИ,668AKHHG
38,Телькова Валерия Олеговна,335,7х,4,Телькова_ВО,OWgVePVe
39,Чигварина Александра Алексеевна,428,10б,2,Чигварина_АА,hDDHCEXQ
40,Киреевский Артур Игоревич,119,7в,3,Киреевский_АИ,jW0Eu83i
41,Шумейкин Роман Павлович,420,8в,5,Шумейкин_РП,W6z2b7Ll
42,Трушинов Максим Алексиевич,82,8и,4,Трушинов_МА,CtFtfgHy
43,Голюков Денис Сергеевич,62,11б,4,Голюков_ДС,Cna910iG
44,Хлиманкова Надежда Валерьевна,461,10б,3,Хлиманкова_НВ,Z5LMbYRE
45,Кулаженков Алексей Олегович,367,10в,2,Кулаженков_АО,wjVQbmD5
46,Бутукин Владимир Адамович,221,7х,5,Бутукин_ВА,gPK0lobH
47,Поддуев Леонид Олегович,149,9х,4,Поддуев_ЛО,ZRduhEqz
48,Ревцев Василий Павлович,360,9х,5,Ревцев_ВП,3WgQzW8J
49,Старокожев Артём Юрьевич,46,8д,3,Старокожев_АЮ,JqgrCp6W
50,Светошев Максим Михаилович,321,10х,2,Светошев_ММ,SOoo9Qt2
51,Старынина Кристина Федоровна,266,9д,3,Старынина_КФ,TqlhJ42P
52,Востров Дмитрий Денисович,282,9г,3,Востров_ДД,Wyxj0UXx
53,Бураханова Анастасия Леонидовна,16,8г,2,Бураханова_АЛ,96OWXBCI
54,Понизов Виктор Кириллович,214,11и,5,Понизов_ВК,HmuNmfks
55,Суздалев Валерий Алексеевич,66,11т,5,Суздалев_ВА,3284VVt4
56,Колендин Дмитрий Алексеевич,153,10в,4,Колендин_ДА,jTCaHtaJ
57,Сулькова Екатерина Андреевна,325,8и,4,Сулькова_ЕА,6GB3TdEY
58,Аржевитова Надежда Федоровна,242,10в,2,Аржевитова_НФ,MkKjK0TA
59,Крассов Валерий Олегович,201,8х,5,Крассов_ВО,T73NVE1T
60,Сонураева Инна Андреевна,450,9т,3,Сонураева_ИА,MXipEfZA
61,Пашин Роман Вадимович,204,10д,2,Пашин_РВ,5f7iQ2m4
62,Фичкина Евгения Федоровна,29,11д,3,Фичкина_ЕФ,xoPVGnWC
63,Свилин Олег Виталиевич,123,8в,2,Свилин_ОВ,faJtEsqT
64,Рогоцкий Андрей Адамович,142,9в,2,Рогоцкий_АА,srMW7xKo
65,Ахантьев Игорь Валериевич,80,10д,5,Ахантьев_ИВ,Bb71TcG1
66,Сочиникова Ксения Кирилловна,100,10д,2,Сочиникова_КК,vUH0GRsc
67,Остюков Артур Романович,329,11и,3,Остюков_АР,jUN3KiJB
68,Брюкина Оксана Викторовна,98,8в,5,Брюкина_ОВ,OY2XkdnG
69,Кузовенков Игорь Юрьевич,322,9г,None,Кузовенков_ИЮ,02lfFw6D
70,Калухов Тарас Иванович,207,11а,3,Калухов_ТИ,p53W9T0R
71,Батыров Пётр Виталиевич,227,7и,3,Батыров_ПВ,ypPxxn8N
72,Озрина Катерина Валерьевна,147,10а,4,Озрина_КВ,CMSPiOz4
73,Декалова Полина Леонидовна,470,11д,5,Декалова_ПЛ,9kibvwkA
74,Лосицкий Владимир Кириллович,369,9т,5,Лосицкий_ВК,DZnw6kj8
75,Магнусов Пётр Максимович,437,7и,5,Магнусов_ПМ,eP3WFWrk
76,Лавренков Михаил Василиевич,188,9б,2,Лавренков_МВ,deZWFpty
77,Шушкалова Вероника Алексеевна,411,8т,5,Шушкалова_ВА,jXZxbAXL
78,Бороданова Маргарита Дмитриевна,118,7г,5,Бороданова_МД,iHxFN9xl
79,Циркина Виолетта Федоровна,231,9г,2,Циркина_ВФ,1Wli05OR
80,Болохина Екатерина Андреевна,194,11д,3,Болохина_ЕА,gCIoi7il
81,Чукалова Дарья Валерьевна,20,10г,4,Чукалова_ДВ,4MSUu410
82,Беловолов Степан Петрович,222,9д,2,Беловолов_СП,ixha5PlF
83,Зудейкина Вероника Ивановна,166,8и,3,Зудейкина_ВИ,5MbOQfoD
84,Макунова Мария Борисовна,47,9в,5,Макунова_МБ,xz0bQQlo
85,Верзанский Геннадий Андреевич,497,7д,5,Верзанский_ГА,EI3r8YsU
86,Алтубин Ярослав Леонидович,414,10г,5,Алтубин_ЯЛ,yrus0fcl
87,Аузин Игорь Алексиевич,435,8х,5,Аузин_ИА,xFn5xly6
88,Калыгин Степан Тимофеевич,353,8и,2,Калыгин_СТ,JwR6LYq1
89,Дурныгина Полина Игоревна,72,8и,2,Дурныгина_ПИ,70WdtW8t
90,Антюфеева Александра Вадимовна,347,8и,2,Антюфеева_АВ,MN37WfYr
91,Лощинский Борис Романович,210,10б,3,Лощинский_БР,tC9LJVGk
92,Ходорков Евгений Виталиевич,344,9г,5,Ходорков_ЕВ,7YQUbPEy
93,Кафорин Федор Данилович,427,10д,3,Кафорин_ФД,4zLr6U54
94,Косынская Алиса Дмитриевна,40,9в,3,Косынская_АД,SNKx4bGs
95,Беремцев Артём Антонович,434,11т,2,Беремцев_АА,rKf3oMXw
96,Влянская Мария Андреевна,490,7т,4,Влянская_МА,QUAlySBL
97,Мыгеева Лиза Василевна,280,8в,5,Мыгеева_ЛВ,G76mk1tw
98,Акутникова Мария Алексеевна,173,11в,2,Акутникова_МА,EzGuUI1L
99,Карябкин Константин Максимович,89,7и,2,Карябкин_КМ,npMqYLsk
100,Прилепина Яна Максимовна,30,10в,5,Прилепина_ЯМ,NyRUTj1j
101,Ведищев Никита Георгиевич,365,7и,5,Ведищев_НГ,uVcQrxxN
102,Самчева Вероника Борисовна,287,10г,3,Самчева_ВБ,xZcBsqMS
103,Пирцхалова Карина Леонидовна,452,10г,5,Пирцхалова_КЛ,uR1aR1bD
104,Павлочев Денис Борисович,432,11д,5,Павлочев_ДБ,sY8YnNLP
105,Арашкова Екатерина Евгеньевна,356,8х,None,Арашкова_ЕЕ,cWdHXqUk
106,Байсарова Людмила Василевна,215,11и,2,Байсарова_ЛВ,1E70OP1f
107,Кудекина Зинаида Игоревна,250,10и,3,Кудекина_ЗИ,vqihZnTF
108,Дерналов Виталий Викторович,1,9г,4,Дерналов_ВВ,QNM0sIhQ
109,Сазинова Галина Романовна,61,9и,3,Сазинова_ГР,heFYz7FO
110,Остаченова Марина Эдуардовна,229,9т,5,Остаченова_МЭ,7QfLHEv0
111,Битюкова Яна Егоровна,488,9и,4,Битюкова_ЯЕ,LmSfP8Mp
112,Иваницкий Константин Борисович,232,8д,5,Иваницкий_КБ,i7hKIcwU
113,Белянский Владислав Игоревич,74,11б,5,Белянский_ВИ,Kptgwg1r
114,Баранкин Артём Алексеевич,382,9т,2,Баранкин_АА,QsWAFlT8
115,Шкабанова Софья Вадимовна,499,9х,4,Шкабанова_СВ,A65lNUFC
116,Полозлов Денис Адамович,155,8т,3,Полозлов_ДА,LgKFd29X
117,Жунина Светлана Михайловна,162,8в,3,Жунина_СМ,fZWCcz6c
118,Пантыкин Борис Игоревич,245,9х,2,Пантыкин_БИ,1I1tv0AP
119,Доутова Марина Богдановна,189,11х,2,Доутова_МБ,8aMJRZqu
120,Трещалова Яна Андреевна,330,8б,3,Трещалова_ЯА,5s9ySOWq
121,Ивашечкин Александр Данилович,390,10т,4,Ивашечкин_АД,jObh5N8A
122,Мазьянова Инна Богдановна,416,11в,4,Мазьянова_ИБ,5JnqWbLp
123,Корогев Николай Евгеньевич,184,8б,5,Корогев_НЕ,nLeV3saz
124,Заидова Галина Максимовна,88,9т,4,Заидова_ГМ,IzP32hgB
125,Рамхин Кирилл Алексиевич,459,9х,4,Рамхин_КА,JksS4r1P
126,Кизбабаев Эдуард Фёдорович,415,11т,2,Кизбабаев_ЭФ,jYjvpwzr
127,Соурчаков Ярослав Валериевич,268,8б,2,Соурчаков_ЯВ,YZal33gj
128,Мотяшева Алена Михайловна,404,7т,2,Мотяшева_АМ,SkNf80t0
129,Горшкова Наталия Яковлевна,340,11а,2,Горшкова_НЯ,dCoUulv1
130,Зябрицкий Игорь Виталиевич,332,7а,5,Зябрицкий_ИВ,koHpYnCQ
131,Шельдяев Игорь Юриевич,97,7д,5,Шельдяев_ИЮ,LkYakre8
132,Шмелькин Максим Викторович,483,9т,5,Шмелькин_МВ,D4al4KTh
133,Жалкин Алексей Алексеевич,43,7а,3,Жалкин_АА,JBKDZDPj
134,Худасов Денис Максимович,70,10д,2,Худасов_ДМ,pAT8pDAi
135,Швичкова Наталья Эдуардовна,398,7г,4,Швичкова_НЭ,zU4ryFoN
136,Едская Жанна Валерьевна,436,11в,4,Едская_ЖВ,IdDw6BBc
137,Поморзина Полина Евгеньевна,122,7д,4,Поморзина_ПЕ,qrzhKMOK
138,Будачева Кира Олеговна,55,11х,4,Будачева_КО,xs4tP8BR
139,Молкаев Василий Валериевич,216,8д,2,Молкаев_ВВ,cNoKWHdd
140,Яцынин Константин Тимофеевич,285,7г,2,Яцынин_КТ,qNgj3uDl
141,Маховиков Василий Петрович,391,7х,4,Маховиков_ВП,hVxxl5Xw
142,Шаметова Евгения Вадимовна,463,7а,2,Шаметова_ЕВ,eGJUyiRC
143,Законнова Жанна Евгеньевна,442,11и,None,Законнова_ЖЕ,eYLq4T7d
144,Перчихин Аркадий Тимофеевич,164,10т,3,Перчихин_АТ,t1Mk4W9R
145,Бурдасова Ксения Игоревна,203,9а,3,Бурдасова_КИ,A6zlKPce
146,Киссин Степан Иванович,251,7х,5,Киссин_СИ,wTsg38gh
147,Вапилина Мария Егоровна,77,7д,2,Вапилина_МЕ,LaiowZxJ
148,Сигутина Дарья Федоровна,458,7б,2,Сигутина_ДФ,0v8batHS
149,Сошьяков Альберт Фёдорович,17,7т,4,Сошьяков_АФ,Z5KGFk0q
150,Лугахина Клара Вадимовна,419,8в,4,Лугахина_КВ,1vSpgQjt
151,Логецкий Анатолий Виталиевич,372,11б,4,Логецкий_АВ,7kATDHC8
152,Ковайкова Юлия Егоровна,75,10г,2,Ковайкова_ЮЕ,3RYYBqsL
153,Вермутский Валерий Петрович,447,9и,5,Вермутский_ВП,bfrAasgO
154,Россомахов Олег Юриевич,56,8в,2,Россомахов_ОЮ,WmXSbFsQ
155,Циплакова Екатерина Егоровна,471,9б,5,Циплакова_ЕЕ,CWE0h8JJ
156,Квятцева Алла Никитична,138,11в,2,Квятцева_АН,j45qMMHW
157,Выхухолева Лариса Василевна,384,8б,5,Выхухолева_ЛВ,PLy3UVz5
158,Целохов Андрей Вадимович,433,8и,5,Целохов_АВ,xtQlIXqm
159,Бендин Иван Яковлевич,71,8и,4,Бендин_ИЯ,MBx3EOdv
160,Лазученков Василий Алексеевич,381,7х,2,Лазученков_ВА,3ihIBL0S
161,Скоропухов Михаил Василиевич,69,10и,3,Скоропухов_МВ,vVtXI4yV
162,Мухонкин Тарас Романович,126,9и,4,Мухонкин_ТР,Tlee6pNV
163,Камерцев Владимир Кириллович,303,7а,3,Камерцев_ВК,hWXxruFv
164,Сандрыкина Анна Олеговна,324,10т,2,Сандрыкина_АО,smPRcgEZ
165,Недбайлов Алексей Денисович,15,7т,2,Недбайлов_АД,MPCjXDGT
166,Серпков Ярослав Георгиевич,380,10б,4,Серпков_ЯГ,flQrf1yc
167,Хатшуклов Аркадий Николаевич,42,11т,4,Хатшуклов_АН,DgQMOMfA
168,Литвалиева Алиса Егоровна,10,11и,3,Литвалиева_АЕ,y2aGG49h
169,Енесина Лиза Валерьевна,293,9б,5,Енесина_ЛВ,VnzdQu5F
170,Пикальков Эдуард Алексиевич,21,8д,5,Пикальков_ЭА,ZzqeAFgN
171,Сачинский Валентин Кириллович,125,10т,2,Сачинский_ВК,IigHNGwl
172,Тарзанова Евгения Аркадьевна,96,9д,2,Тарзанова_ЕА,Xg6RuDzU
173,Лапундин Юрий Игоревич,267,8и,5,Лапундин_ЮИ,wtuYyEyi
174,Личева Лиза Михайловна,453,9б,3,Личева_ЛМ,1Xi0BcS2
175,Смароверов Яков Борисович,131,11в,4,Смароверов_ЯБ,O0qmJofO
176,Вереина Алла Василевна,295,10и,3,Вереина_АВ,jUEy5VAR
177,Погиблева Дарья Леонидовна,283,9в,5,Погиблева_ДЛ,rSzaBR20
178,Байнова Анастасия Вадимовна,363,7б,3,Байнова_АВ,mzSYsUI3
179,Шиловский Вячеслав Максимович,438,9и,4,Шиловский_ВМ,vZ5Ngij0
180,Сыждиков Пётр Василиевич,494,11х,5,Сыждиков_ПВ,A6Dyl2fb
181,Каценова Алёна Эдуардовна,165,11т,2,Каценова_АЭ,aGTzxhsF
182,Мужицких Ева Олеговна,348,8х,3,Мужицких_ЕО,QVawfQcg
183,Плеснецов Степан Юрьевич,22,10а,2,Плеснецов_СЮ,nOBRc9bm
184,Игумнова Алёна Сергеевна,114,9д,4,Игумнова_АС,YFCuCSoa
185,Хадаров Владимир Валериевич,278,11т,5,Хадаров_ВВ,hUtAoSKw
186,Ступакова Кира Ивановна,421,8и,3,Ступакова_КИ,gZ41v48H
187,Шоленинов Федор Максимович,286,11т,4,Шоленинов_ФМ,E197mQlW
188,Гундаров Руслан Николаевич,158,9д,4,Гундаров_РН,ZXwTElQu
189,Гречишева Марина Андреевна,464,7д,2,Гречишева_МА,06LhlmlQ
190,Утилова Алена Андреевна,253,11д,3,Утилова_АА,rlLDt03i
191,Роткичева Алиса Максимовна,410,10а,4,Роткичева_АМ,Y2I9AdxO
192,Колтышева Марина Вадимовна,87,11г,4,Колтышева_МВ,c80e0ZxZ
193,Гурычева Лариса Валерьевна,489,9б,2,Гурычева_ЛВ,HGzCTPC5
194,Горцева Кристина Никитична,246,8и,4,Горцева_КН,SKfkY3FU
195,Кутурин Геннадий Денисович,197,9в,2,Кутурин_ГД,4SlWyX5E
196,Стефанков Яков Евгеньевич,318,10г,3,Стефанков_ЯЕ,5nAteuR7
197,Множина Людмила Василевна,90,8б,2,Множина_ЛВ,51Pl1A4d
198,Семисалов Георгий Иванович,316,9в,3,Семисалов_ГИ,p72yD4TR
199,Рогалов Альберт Валериевич,327,9б,2,Рогалов_АВ,zdruxXpA
200,Черетаева Анастасия Олеговна,341,9б,2,Черетаева_АО,8EFD8iEP
201,Радоминова Любовь Игоревна,25,9и,5,Радоминова_ЛИ,GLQ2G4QD
202,Шувырина Лиза Андреевна,395,9а,5,Шувырина_ЛА,oqBkzbQQ
203,Калиженков Семён Алексеевич,401,11а,4,Калиженков_СА,EKmEPnrG
204,Старокашин Константин Петрович,309,10а,3,Старокашин_КП,dGl4UdHg
205,Малтоцов Аркадий Яковлевич,218,8а,3,Малтоцов_АЯ,oEywDb9E
206,Кузеванова Ева Егоровна,116,7д,2,Кузеванова_ЕЕ,WoFo36wr
207,Нурулина Алёна Егоровна,284,9х,2,Нурулина_АЕ,lgfhA864
208,Лератов Герасим Сергеевич,374,10а,4,Лератов_ГС,EQfcZXVP
209,Людин Руслан Аркадиевич,498,7и,3,Людин_РА,nfb1PcjX
210,Пурин Виктор Данилович,154,8и,5,Пурин_ВД,uYLjPVyF
211,Лютов Виктор Юрьевич,288,11г,2,Лютов_ВЮ,Vagctk4C
212,Марюшкина Яна Федоровна,345,10д,5,Марюшкина_ЯФ,SO76UIBf
213,Томилова Кристина Михайловна,492,11б,3,Томилова_КМ,S7xrqegP
214,Дистерев Валерий Валериевич,24,7г,3,Дистерев_ВВ,U4d6jufG
215,Дочкин Геннадий Алексиевич,52,11и,5,Дочкин_ГА,Vqd7s7II
216,Иняхин Руслан Сергеевич,234,7и,5,Иняхин_РС,V4nWZdRz
217,Знайкова Раиса Егоровна,148,11х,3,Знайкова_РЕ,vSaR8goc
218,Кашавцев Аркадий Леонидович,58,7а,4,Кашавцев_АЛ,32Od1CcI
219,Пятернина Кристина Андреевна,445,7и,2,Пятернина_КА,f6sl1dZv
220,Гусеева Карина Викторовна,263,9и,2,Гусеева_КВ,c5PBp0NL
221,Кастева Яна Сергеевна,108,7и,2,Кастева_ЯС,5kazDW0j
222,Гришанин Тарас Павлович,113,10т,2,Гришанин_ТП,MCYFFTWz
223,Грамоткин Илья Викторович,195,8д,5,Грамоткин_ИВ,vPpFWS8f
224,Мелисин Геннадий Василиевич,465,10г,2,Мелисин_ГВ,0KbaAeXY
225,Цинина Светлана Яковлевна,105,11г,5,Цинина_СЯ,9VJesfME
226,Петов Георгий Адамович,57,9а,2,Петов_ГА,6czmplwW
227,Реева Валентина Максимовна,146,11и,5,Реева_ВМ,yKTn9uHY
228,Слесивых Мария Аркадьевна,35,7и,5,Слесивых_МА,Qqp1lb6N
229,Афтаева Полина Ивановна,193,10д,5,Афтаева_ПИ,UKwNf5RM
230,Кривицкий Валентин Виталиевич,208,8х,5,Кривицкий_ВВ,Af19jcdT
231,Чубатов Константин Леонидович,279,11а,4,Чубатов_КЛ,XV4pC2zB
232,Партенков Геннадий Павлович,418,8х,3,Партенков_ГП,CfhhFdYU
233,Черушев Григорий Борисович,84,7г,4,Черушев_ГБ,OBdWMJxk
234,Тютекин Георгий Тимофеевич,262,7а,2,Тютекин_ГТ,YnVpNevU
235,Янкевский Вячеслав Адамович,167,11г,4,Янкевский_ВА,LakZcbU1
236,Сухручкина Клавдия Аркадьевна,177,7в,4,Сухручкина_КА,e8waQLNy
237,Конофалова Клара Петровна,95,11д,5,Конофалова_КП,qPFcLr2s
238,Лигасов Михаил Павлович,491,11г,4,Лигасов_МП,yhzBhMWB
239,Писарьков Альберт Игоревич,313,8в,4,Писарьков_АИ,QQ7eWzxH
240,Варов Кирилл Иванович,28,8а,5,Варов_КИ,E5Y6tJ2F
241,Пурынов Евгений Петрович,244,9и,3,Пурынов_ЕП,WydYeweY
242,Супрутская Вероника Викторовна,187,9а,2,Супрутская_ВВ,REdVo8ba
243,Скроцкая Алина Федоровна,127,8г,3,Скроцкая_АФ,ONhy4k7O
244,Барадулин Вадим Юрьевич,281,11х,3,Барадулин_ВЮ,7AVo8B9o
245,Точилин Дмитрий Фёдорович,476,8а,2,Точилин_ДФ,WFwgkIWF
246,Бикмуллин Руслан Валериевич,333,11т,2,Бикмуллин_РВ,DBmF936Z
247,Серпичев Василий Алексиевич,394,10х,5,Серпичев_ВА,soViLrZn
248,Вострышев Яков Аркадиевич,343,8г,5,Вострышев_ЯА,ox4MLvwz
249,Грушчева София Евгеньевна,480,11в,None,Грушчева_СЕ,4X7dQoFz
250,Кулапов Александр Юрьевич,109,9б,5,Кулапов_АЮ,enFLS7Yh
251,Чибисенков Владислав Фёдорович,375,8х,3,Чибисенков_ВФ,92RFkEUp
252,Утилов Роман Василиевич,254,9х,2,Утилов_РВ,pwiNnAPv
253,Татаурова Галина Федоровна,145,10т,4,Татаурова_ГФ,o1NnkKrc
254,Визавитина Наталия Леонидовна,101,10г,2,Визавитина_НЛ,g4G82zAM
255,Мягченков Артём Денисович,115,7б,4,Мягченков_АД,e83lAMag
256,Брикова Инна Богдановна,256,9б,4,Брикова_ИБ,eYb4Ygvy
257,Наторкин Валентин Данилович,319,7и,2,Наторкин_ВД,feDqygAW
258,Эштрекова Софья Алексеевна,76,9в,3,Эштрекова_СА,w9v0ZW9i
259,Кутаманова Кира Андреевна,182,10т,2,Кутаманова_КА,tqogBECF
260,Кыштымова Евгения Эдуардовна,255,8в,5,Кыштымова_ЕЭ,RXTn5rQG
261,Ккнязева Клавдия Дмитриевна,34,7б,5,Ккнязева_КД,SqZBT8OR
262,Глаголина Алиса Никитична,249,9д,2,Глаголина_АН,D8PeWygC
263,Рисина Раиса Валерьевна,451,10а,4,Рисина_РВ,TZ5nNKfq
264,Ребров Алексей Георгиевич,289,8и,3,Ребров_АГ,SAtUQqzs
265,Вырысалова Александра Евгеньевна,39,11и,2,Вырысалова_АЕ,nONg8yyH
266,Гомольский Владимир Юриевич,314,11х,5,Гомольский_ВЮ,Y2ArVRJb
267,Швинова Марина Федоровна,271,8г,5,Швинова_МФ,6vm1h7OB
268,Рудковская Инна Дмитриевна,6,7т,3,Рудковская_ИД,iEsB9QPL
269,Решеткина Дарья Василевна,408,10и,3,Решеткина_ДВ,XLz9nZWv
270,Евстихеев Игорь Василиевич,422,10х,5,Евстихеев_ИВ,CrLdvNYk
271,Лазарина Алёна Федоровна,161,8б,3,Лазарина_АФ,CyTMDVhc
272,Гляченков Григорий Николаевич,431,10а,5,Гляченков_ГН,I0b14ydp
273,Чардынцева Алина Вадимовна,135,10д,3,Чардынцева_АВ,MqK8pVdj
274,Скаредов Яков Иванович,337,9т,5,Скаредов_ЯИ,lA9U3oU3
275,Юрицкий Эдуард Денисович,192,7д,3,Юрицкий_ЭД,5htUk4pC
276,Кравчина Светлана Аркадьевна,413,11г,5,Кравчина_СА,vEqQ9dX5
277,Чмареткова Полина Вадимовна,449,10а,2,Чмареткова_ПВ,DkhsanRn
278,Углова Галина Романовна,260,9г,3,Углова_ГР,xePoEG2Z
279,Згуровская Виктория Андреевна,220,9т,4,Згуровская_ВА,tS082ct2
280,Секерский Станислав Сергеевич,235,10а,4,Секерский_СС,Wawz4Fdz
281,Жевайкин Евгений Адамович,86,11г,3,Жевайкин_ЕА,mUu7OUuM
282,Коточигов Семён Игоревич,26,9д,5,Коточигов_СИ,5r6p675F
283,Калонин Альберт Денисович,297,8б,2,Калонин_АД,zqcOA0aA
284,Валягин Григорий Антонович,94,10в,4,Валягин_ГА,NaGKjUEw
285,Коцева Кристина Николаевна,412,9г,3,Коцева_КН,TSWQqyi8
286,Голина Кристина Максимовна,3,7х,3,Голина_КМ,s0vIAKJa
287,Батрамеев Анатолий Романович,354,9х,3,Батрамеев_АР,fKPPl9Wz
288,Чикмарев Валентин Валериевич,306,9и,5,Чикмарев_ВВ,axzZE9CI
289,Киницына Валерия Олеговна,202,7х,4,Киницына_ВО,Db1hLnTx
290,Числин Юрий Денисович,121,7в,2,Числин_ЮД,W7L1WXt8
291,Стебунова Юлия Романовна,358,9т,3,Стебунова_ЮР,YtyIHHq9
292,Кацов Павел Павлович,236,10г,5,Кацов_ПП,lxvV660x
293,Гоцев Тарас Викторович,41,8в,3,Гоцев_ТВ,GzEOTgqk
294,Мотовицкий Роман Аркадиевич,31,11и,5,Мотовицкий_РА,V8jxKv3O
295,Чурзина Клара Егоровна,308,10б,3,Чурзина_КЕ,HAzBhZ6x
296,Щепалкина Валерия Сергеевна,134,9б,4,Щепалкина_ВС,WXd3GC2h
297,Утимишев Ярослав Игоревич,239,11а,3,Утимишев_ЯИ,AOSkYhUQ
298,Алуханов Кирилл Фёдорович,298,7т,2,Алуханов_КФ,70TwsvC5
299,Полунеев Валентин Валериевич,307,8и,2,Полунеев_ВВ,08Eoi0zK
300,Крупенова Наталия Андреевна,209,7в,5,Крупенова_НА,eVpqZN4H
301,Корнюшин Илья Юрьевич,44,10т,3,Корнюшин_ИЮ,Bn86VoID
302,Паушева Виолетта Никитична,310,8г,4,Паушева_ВН,HpHmZePV
303,Берзин Герасим Антонович,349,11т,5,Берзин_ГА,JN1vHo7g
304,Шулунова Алла Алексеевна,54,7д,4,Шулунова_АА,KgfRiedQ
305,Трепашова София Яковлевна,399,11а,2,Трепашова_СЯ,85ysUfqh
306,Чумейкин Константин Антонович,8,8б,5,Чумейкин_КА,7SRqMUqG
307,Польшиков Денис Игоревич,495,9и,2,Польшиков_ДИ,DS1f8JGj
308,Медоусова Жанна Романовна,252,7б,2,Медоусова_ЖР,BUY0WFwg
309,Акуратова Клавдия Андреевна,92,9г,5,Акуратова_КА,sbwn31Il
310,Курмеева Елизавета Валерьевна,486,8а,5,Курмеева_ЕВ,1j83f9Pn
311,Бадов Александр Аркадиевич,217,10г,3,Бадов_АА,dzVSdPVL
312,Бакушин Эдуард Адамович,265,7б,5,Бакушин_ЭА,Hu7anbDJ
313,Чебина Инна Сергеевна,273,10т,2,Чебина_ИС,G6g58YFa
314,Подледнова Наталья Ивановна,112,11и,3,Подледнова_НИ,lGmty4Rq
315,Садгеева Лиза Евгеньевна,460,11г,3,Садгеева_ЛЕ,oupZwm8m
316,Акушин Борис Павлович,493,9т,2,Акушин_БП,8fUgW9KI
317,Аришев Руслан Кириллович,379,10т,3,Аришев_РК,dlMgyQuZ
318,Гуслова Кристина Олеговна,389,9в,2,Гуслова_КО,pSXwrQGj
319,Глоточкина Оксана Аркадьевна,370,9и,5,Глоточкина_ОА,H6jSwD1u
320,Шапина Маргарита Романовна,163,8б,5,Шапина_МР,nrWVeCV3
321,Дурылин Георгий Валериевич,261,11т,4,Дурылин_ГВ,JWxDeYnl
322,Болкисева Анна Викторовна,248,7х,4,Болкисева_АВ,47dPQ4h9
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,NqAs70Ni
